departamento,municipio,universidad,semestre,programa,rol,edad,sexo,orientacion,identidad,discapacidad,etnia,religion,estado_civil,origen,estrato,target_vg,target_frecuencia,target_denuncia,target_apoyoU,target_percepcion,target_semestre,target_programa,target_rol,target_rangoEdad,target_sexo,target_orientacion,target_identidad,target_discapacidad,target_etnia,target_religion,target_estadoCivil,target_origen,target_estrato
Valle del Cauca,Cali,Universidad B,Octavo,IngenieriaSistemas,Externo,36,macho,otra,hombre,multiples,ninguna,ateismo,casado,otroPais,3,1,casinunca,1,0,muyBuena,Primero,Psicologia,Administrativx,menores18,intersexual,bisexual,hombre,ninguna,gitanos,evangelismo,divorciado,otroDepartamento,5
Boyacá,Montería,Universidad A,Séptimo,Derecho,Docente,33,intersexual,gay,mujer,fisicas,raizales,ateismo,soltero,otroDepartamento,2,0,siempre,1,0,buena,Primero,IngenieriaSistemas,Externo,entre26y40,macho,gay,otra,psicosociales,afrocolombianos,otra,viudo,otroMunicipio,4
Valle del Cauca,Bogotá,Universidad A,Noveno,IngenieriaSistemas,Docente,41,macho,otra,mujer,fisicas,afrocolombianos,catolicismo,viudo,municipioLocal,5,1,puntomedio,1,1,muyMala,Séptimo,ContaduriaPublica,Externo,menores18,hembra,hetero,hombre,multiples,gitanos,evangelismo,soltero,otroDepartamento,2
Antioquia,Tunja,Universidad A,Tercero,Derecho,Estudiante,58,intersexual,hetero,hombre,psicosociales,afrocolombianos,catolicismo,viudo,otroMunicipio,3,1,puntomedio,0,1,regular,Segundo,AdministracionEmpresas,Externo,entre26y40,hembra,hetero,mujer,psicosociales,raizales,catolicismo,unionLibre,otroMunicipio,1
Antioquia,Cali,Universidad A,Segundo,Derecho,Externo,21,macho,lesbiana,mujer,multiples,ninguna,otra,divorciado,otroMunicipio,4,0,casinunca,0,0,regular,Octavo,Derecho,Docente,menores18,intersexual,hetero,mujer,intelectuales,raizales,catolicismo,soltero,otroMunicipio,2
Boyacá,Bogotá,Universidad A,Primero,AdministracionEmpresas,Estudiante,32,intersexual,bisexual,otra,multiples,afrocolombianos,catolicismo,unionLibre,otroMunicipio,6,0,casinunca,0,1,mala,Sexto,IngenieriaSistemas,Estudiante,entre18y25,intersexual,otra,mujer,psicosociales,indigena,evangelismo,viudo,otroPais,3
Boyacá,Cali,Universidad A,Tercero,Derecho,Externo,42,macho,otra,hombre,sensoriales,ninguna,cristianismo,unionLibre,otroPais,4,1,casinunca,1,1,muyBuena,Cuarto,IngenieriaSistemas,Estudiante,entre18y25,macho,otra,otra,sensoriales,afrocolombianos,cristianismo,divorciado,municipioLocal,6
Córdoba,Bogotá,Universidad A,Quinto,Derecho,Externo,52,hembra,bisexual,mujer,sensoriales,raizales,ateismo,soltero,otroPais,3,1,casisiempre,0,0,buena,Noveno,ContaduriaPublica,Docente,entre26y40,intersexual,lesbiana,mujer,psicosociales,indigena,agnosticismo,soltero,otroMunicipio,6
Córdoba,Medellín,Universidad B,Segundo,Psicologia,Administrativx,31,macho,otra,mujer,psicosociales,afrocolombianos,catolicismo,casado,otroDepartamento,4,0,siempre,0,1,buena,Décimo,IngenieriaSistemas,Docente,mayores40,macho,gay,hombre,fisicas,gitanos,catolicismo,viudo,otroMunicipio,5
Valle del Cauca,Cali,Universidad A,Tercero,IngenieriaSistemas,Administrativx,36,intersexual,hetero,hombre,fisicas,indigena,evangelismo,soltero,otroMunicipio,3,1,puntomedio,0,0,buena,Octavo,ContaduriaPublica,Externo,menores18,hembra,otra,hombre,psicosociales,gitanos,otra,viudo,otroDepartamento,5
Boyacá,Tunja,Universidad A,Cuarto,Psicologia,Estudiante,55,macho,gay,hombre,ninguna,ninguna,cristianismo,viudo,otroMunicipio,3,1,siempre,0,1,regular,Décimo,Psicologia,Administrativx,entre18y25,macho,hetero,otra,ninguna,ninguna,catolicismo,unionLibre,otroMunicipio,4
Antioquia,Tunja,Universidad B,Séptimo,Derecho,Externo,53,hembra,bisexual,hombre,sensoriales,afrocolombianos,otra,casado,otroMunicipio,4,0,siempre,0,1,muyBuena,Tercero,ContaduriaPublica,Administrativx,entre26y40,macho,otra,hombre,multiples,indigena,otra,divorciado,otroMunicipio,2
Córdoba,Montería,Universidad B,Tercero,AdministracionEmpresas,Docente,24,macho,bisexual,hombre,intelectuales,raizales,agnosticismo,soltero,otroMunicipio,1,0,siempre,1,1,buena,Tercero,Derecho,Externo,menores18,macho,hetero,otra,fisicas,indigena,agnosticismo,viudo,otroMunicipio,6
Córdoba,Bogotá,Universidad B,Noveno,Psicologia,Administrativx,47,intersexual,gay,otra,fisicas,raizales,ateismo,divorciado,otroMunicipio,2,1,casinunca,0,0,muyMala,Cuarto,IngenieriaSistemas,Externo,entre26y40,hembra,gay,otra,multiples,indigena,catolicismo,divorciado,otroMunicipio,1
Antioquia,Cali,Universidad A,Octavo,Psicologia,Docente,36,intersexual,bisexual,hombre,ninguna,indigena,ateismo,viudo,municipioLocal,5,0,casinunca,1,0,mala,Noveno,IngenieriaSistemas,Estudiante,mayores40,hembra,lesbiana,mujer,ninguna,indigena,cristianismo,unionLibre,otroMunicipio,3
Córdoba,Montería,Universidad C,Cuarto,ContaduriaPublica,Estudiante,42,hembra,bisexual,otra,intelectuales,raizales,evangelismo,unionLibre,otroMunicipio,6,0,puntomedio,1,0,mala,Noveno,IngenieriaSistemas,Externo,mayores40,intersexual,bisexual,hombre,sensoriales,raizales,otra,soltero,municipioLocal,4
Valle del Cauca,Cali,Universidad C,Primero,Derecho,Administrativx,33,intersexual,otra,otra,multiples,raizales,agnosticismo,soltero,municipioLocal,2,0,puntomedio,0,1,buena,Quinto,ContaduriaPublica,Administrativx,menores18,macho,bisexual,hombre,intelectuales,ninguna,catolicismo,casado,otroPais,2
Boyacá,Bogotá,Universidad B,Primero,AdministracionEmpresas,Administrativx,57,macho,otra,hombre,fisicas,afrocolombianos,agnosticismo,viudo,otroMunicipio,5,0,puntomedio,1,0,regular,Noveno,AdministracionEmpresas,Administrativx,mayores40,hembra,hetero,hombre,sensoriales,afrocolombianos,catolicismo,casado,otroMunicipio,1
Antioquia,Tunja,Universidad C,Primero,Psicologia,Externo,25,macho,gay,otra,psicosociales,ninguna,otra,viudo,otroPais,5,0,siempre,0,0,mala,Sexto,ContaduriaPublica,Docente,menores18,macho,otra,mujer,fisicas,afrocolombianos,evangelismo,casado,otroDepartamento,2
Boyacá,Medellín,Universidad B,Primero,Psicologia,Estudiante,35,macho,hetero,hombre,multiples,gitanos,otra,unionLibre,otroPais,6,1,casinunca,1,0,mala,Octavo,Derecho,Estudiante,menores18,macho,otra,otra,ninguna,afrocolombianos,cristianismo,divorciado,otroDepartamento,1
Córdoba,Tunja,Universidad A,Octavo,AdministracionEmpresas,Externo,45,intersexual,bisexual,hombre,multiples,raizales,cristianismo,unionLibre,municipioLocal,2,0,casisiempre,1,0,mala,Octavo,ContaduriaPublica,Docente,mayores40,macho,hetero,hombre,ninguna,raizales,cristianismo,casado,otroMunicipio,2
Córdoba,Montería,Universidad C,Tercero,Derecho,Administrativx,33,macho,hetero,mujer,intelectuales,raizales,ateismo,unionLibre,otroMunicipio,6,0,siempre,1,0,mala,Décimo,IngenieriaSistemas,Estudiante,entre26y40,hembra,gay,hombre,intelectuales,ninguna,evangelismo,soltero,otroMunicipio,2
Antioquia,Medellín,Universidad A,Sexto,ContaduriaPublica,Estudiante,36,macho,gay,hombre,multiples,gitanos,catolicismo,soltero,otroPais,3,0,nunca,1,1,buena,Séptimo,Psicologia,Docente,entre26y40,macho,hetero,hombre,psicosociales,ninguna,otra,viudo,otroMunicipio,6
Valle del Cauca,Montería,Universidad C,Tercero,Psicologia,Administrativx,59,macho,gay,mujer,sensoriales,raizales,otra,unionLibre,otroPais,6,0,siempre,0,0,muyBuena,Cuarto,Derecho,Estudiante,menores18,macho,gay,hombre,fisicas,raizales,ateismo,divorciado,municipioLocal,4
Cundinamarca,Bogotá,Universidad A,Quinto,ContaduriaPublica,Estudiante,34,hembra,otra,otra,fisicas,afrocolombianos,evangelismo,divorciado,otroMunicipio,4,0,casinunca,0,0,muyBuena,Cuarto,Psicologia,Externo,entre18y25,intersexual,lesbiana,mujer,intelectuales,indigena,agnosticismo,soltero,otroPais,2
Antioquia,Medellín,Universidad C,Séptimo,IngenieriaSistemas,Administrativx,30,intersexual,bisexual,mujer,sensoriales,afrocolombianos,evangelismo,viudo,otroMunicipio,1,0,nunca,1,1,regular,Sexto,Derecho,Administrativx,menores18,macho,lesbiana,otra,multiples,gitanos,cristianismo,divorciado,otroDepartamento,2
Cundinamarca,Montería,Universidad A,Segundo,Derecho,Docente,24,intersexual,lesbiana,otra,intelectuales,gitanos,evangelismo,unionLibre,otroPais,1,0,siempre,0,1,muyMala,Noveno,Derecho,Externo,entre26y40,intersexual,hetero,hombre,intelectuales,indigena,ateismo,divorciado,municipioLocal,4
Cundinamarca,Bogotá,Universidad A,Sexto,IngenieriaSistemas,Docente,44,intersexual,gay,hombre,ninguna,raizales,otra,viudo,otroMunicipio,1,0,casinunca,0,0,muyBuena,Séptimo,IngenieriaSistemas,Estudiante,menores18,macho,lesbiana,hombre,multiples,afrocolombianos,otra,divorciado,municipioLocal,4
Valle del Cauca,Tunja,Universidad C,Sexto,IngenieriaSistemas,Externo,27,hembra,bisexual,otra,intelectuales,raizales,otra,casado,otroDepartamento,2,0,casinunca,0,0,muyMala,Quinto,ContaduriaPublica,Estudiante,entre26y40,intersexual,otra,otra,multiples,indigena,agnosticismo,unionLibre,otroMunicipio,5
Cundinamarca,Bogotá,Universidad A,Tercero,IngenieriaSistemas,Docente,51,intersexual,hetero,otra,fisicas,ninguna,evangelismo,casado,otroMunicipio,2,0,casisiempre,1,1,muyBuena,Quinto,IngenieriaSistemas,Docente,mayores40,hembra,gay,mujer,ninguna,raizales,cristianismo,viudo,otroPais,5
Cundinamarca,Cali,Universidad A,Sexto,Derecho,Administrativx,53,hembra,otra,hombre,multiples,raizales,otra,unionLibre,otroPais,3,1,siempre,0,0,muyBuena,Octavo,IngenieriaSistemas,Estudiante,menores18,hembra,bisexual,mujer,intelectuales,afrocolombianos,catolicismo,casado,otroMunicipio,6
Valle del Cauca,Bogotá,Universidad A,Décimo,Derecho,Administrativx,42,hembra,hetero,otra,psicosociales,afrocolombianos,catolicismo,viudo,otroPais,1,0,casinunca,1,1,regular,Sexto,IngenieriaSistemas,Externo,menores18,macho,bisexual,mujer,ninguna,gitanos,cristianismo,unionLibre,otroDepartamento,4
Cundinamarca,Bogotá,Universidad C,Décimo,AdministracionEmpresas,Docente,23,intersexual,gay,hombre,intelectuales,indigena,catolicismo,casado,municipioLocal,3,0,puntomedio,0,0,mala,Primero,Psicologia,Estudiante,mayores40,intersexual,lesbiana,mujer,ninguna,afrocolombianos,agnosticismo,viudo,otroPais,3
Cundinamarca,Cali,Universidad C,Quinto,ContaduriaPublica,Externo,41,macho,gay,mujer,fisicas,indigena,cristianismo,unionLibre,otroDepartamento,1,1,casinunca,0,0,regular,Primero,Derecho,Estudiante,mayores40,hembra,gay,hombre,sensoriales,indigena,ateismo,casado,otroMunicipio,6
Cundinamarca,Montería,Universidad A,Segundo,ContaduriaPublica,Docente,35,macho,hetero,hombre,psicosociales,indigena,ateismo,viudo,otroPais,2,0,casisiempre,1,0,muyBuena,Noveno,AdministracionEmpresas,Docente,entre18y25,macho,otra,otra,sensoriales,ninguna,catolicismo,unionLibre,otroDepartamento,1
Antioquia,Montería,Universidad A,Noveno,AdministracionEmpresas,Estudiante,40,intersexual,gay,hombre,multiples,indigena,catolicismo,unionLibre,otroDepartamento,4,0,casinunca,0,1,mala,Octavo,ContaduriaPublica,Estudiante,mayores40,macho,bisexual,otra,ninguna,ninguna,agnosticismo,unionLibre,municipioLocal,4
Antioquia,Bogotá,Universidad C,Octavo,AdministracionEmpresas,Estudiante,23,intersexual,bisexual,otra,ninguna,raizales,cristianismo,viudo,otroMunicipio,4,0,siempre,1,1,mala,Sexto,IngenieriaSistemas,Docente,entre18y25,intersexual,otra,otra,ninguna,ninguna,otra,soltero,otroDepartamento,5
Antioquia,Cali,Universidad C,Tercero,IngenieriaSistemas,Estudiante,46,hembra,gay,mujer,intelectuales,raizales,agnosticismo,casado,otroPais,4,0,siempre,0,0,mala,Primero,Derecho,Administrativx,mayores40,intersexual,otra,mujer,multiples,afrocolombianos,agnosticismo,unionLibre,otroDepartamento,2
Valle del Cauca,Cali,Universidad A,Octavo,AdministracionEmpresas,Docente,42,intersexual,otra,hombre,ninguna,ninguna,ateismo,unionLibre,municipioLocal,6,1,nunca,0,1,muyMala,Segundo,ContaduriaPublica,Docente,entre26y40,macho,bisexual,mujer,ninguna,ninguna,cristianismo,divorciado,otroDepartamento,4
Córdoba,Tunja,Universidad A,Noveno,Psicologia,Docente,34,hembra,bisexual,mujer,fisicas,raizales,catolicismo,casado,otroPais,4,1,siempre,0,0,muyBuena,Décimo,AdministracionEmpresas,Estudiante,menores18,intersexual,bisexual,otra,fisicas,raizales,otra,unionLibre,otroPais,4
Cundinamarca,Montería,Universidad A,Tercero,ContaduriaPublica,Docente,41,intersexual,lesbiana,mujer,ninguna,indigena,agnosticismo,unionLibre,municipioLocal,5,0,nunca,1,0,buena,Tercero,AdministracionEmpresas,Administrativx,mayores40,intersexual,lesbiana,hombre,intelectuales,gitanos,evangelismo,divorciado,municipioLocal,5
Cundinamarca,Medellín,Universidad B,Tercero,AdministracionEmpresas,Estudiante,28,macho,gay,otra,ninguna,gitanos,cristianismo,soltero,otroDepartamento,1,0,puntomedio,1,1,regular,Décimo,IngenieriaSistemas,Estudiante,entre26y40,hembra,gay,mujer,fisicas,ninguna,evangelismo,viudo,otroPais,5
Valle del Cauca,Montería,Universidad C,Segundo,Psicologia,Externo,43,macho,gay,hombre,fisicas,gitanos,catolicismo,casado,municipioLocal,4,0,casisiempre,1,0,muyMala,Tercero,AdministracionEmpresas,Docente,mayores40,intersexual,hetero,hombre,sensoriales,raizales,catolicismo,viudo,municipioLocal,3
Cundinamarca,Montería,Universidad B,Octavo,Psicologia,Administrativx,51,intersexual,otra,otra,fisicas,afrocolombianos,catolicismo,casado,otroMunicipio,5,1,puntomedio,0,1,regular,Segundo,AdministracionEmpresas,Externo,menores18,macho,gay,otra,fisicas,raizales,agnosticismo,divorciado,otroMunicipio,6
Antioquia,Tunja,Universidad C,Décimo,Psicologia,Docente,45,hembra,otra,hombre,intelectuales,afrocolombianos,otra,divorciado,otroMunicipio,5,1,nunca,1,1,buena,Segundo,ContaduriaPublica,Administrativx,mayores40,intersexual,hetero,mujer,psicosociales,afrocolombianos,ateismo,soltero,otroMunicipio,5
Córdoba,Medellín,Universidad C,Primero,Psicologia,Externo,20,macho,hetero,mujer,ninguna,raizales,agnosticismo,casado,otroMunicipio,5,0,casinunca,0,1,mala,Sexto,ContaduriaPublica,Externo,mayores40,macho,bisexual,hombre,psicosociales,afrocolombianos,catolicismo,soltero,otroDepartamento,5
Boyacá,Tunja,Universidad C,Octavo,IngenieriaSistemas,Administrativx,28,hembra,hetero,hombre,psicosociales,gitanos,catolicismo,viudo,otroPais,3,0,casinunca,1,1,buena,Séptimo,IngenieriaSistemas,Externo,menores18,macho,otra,mujer,sensoriales,gitanos,otra,viudo,otroDepartamento,5
Cundinamarca,Medellín,Universidad C,Séptimo,Psicologia,Administrativx,55,intersexual,hetero,hombre,fisicas,indigena,evangelismo,unionLibre,otroMunicipio,3,0,puntomedio,1,0,regular,Cuarto,Derecho,Administrativx,mayores40,intersexual,gay,otra,fisicas,gitanos,catolicismo,unionLibre,otroPais,6
Antioquia,Bogotá,Universidad C,Séptimo,IngenieriaSistemas,Administrativx,31,intersexual,otra,mujer,multiples,indigena,otra,soltero,otroMunicipio,5,0,casinunca,1,0,buena,Primero,IngenieriaSistemas,Externo,menores18,intersexual,otra,otra,intelectuales,indigena,cristianismo,viudo,municipioLocal,2
Boyacá,Medellín,Universidad C,Tercero,IngenieriaSistemas,Externo,43,macho,hetero,mujer,ninguna,indigena,otra,viudo,otroPais,6,0,nunca,0,0,muyBuena,Sexto,Psicologia,Externo,entre18y25,intersexual,gay,otra,sensoriales,gitanos,otra,viudo,municipioLocal,4
Córdoba,Tunja,Universidad C,Primero,Psicologia,Externo,38,intersexual,hetero,hombre,fisicas,raizales,catolicismo,viudo,otroDepartamento,4,0,casisiempre,1,0,buena,Séptimo,AdministracionEmpresas,Externo,mayores40,hembra,gay,hombre,psicosociales,afrocolombianos,ateismo,divorciado,municipioLocal,4
Boyacá,Montería,Universidad B,Cuarto,ContaduriaPublica,Estudiante,56,macho,lesbiana,otra,psicosociales,raizales,otra,viudo,otroMunicipio,1,0,siempre,0,0,muyBuena,Cuarto,Derecho,Externo,entre26y40,hembra,otra,mujer,sensoriales,raizales,agnosticismo,soltero,otroDepartamento,5
Antioquia,Medellín,Universidad A,Noveno,Psicologia,Externo,47,hembra,hetero,hombre,intelectuales,ninguna,ateismo,viudo,otroMunicipio,6,1,nunca,1,0,buena,Sexto,ContaduriaPublica,Administrativx,mayores40,intersexual,lesbiana,mujer,fisicas,indigena,otra,divorciado,otroDepartamento,6
Boyacá,Medellín,Universidad A,Quinto,Psicologia,Externo,25,macho,gay,mujer,ninguna,indigena,agnosticismo,soltero,otroPais,2,1,nunca,0,1,muyBuena,Noveno,Psicologia,Estudiante,menores18,macho,bisexual,mujer,fisicas,gitanos,agnosticismo,viudo,municipioLocal,3
Valle del Cauca,Cali,Universidad B,Primero,Psicologia,Externo,37,macho,otra,otra,fisicas,indigena,ateismo,divorciado,otroDepartamento,3,0,siempre,0,0,muyBuena,Cuarto,Psicologia,Externo,menores18,intersexual,lesbiana,otra,fisicas,raizales,agnosticismo,casado,otroDepartamento,5
Boyacá,Montería,Universidad B,Quinto,ContaduriaPublica,Administrativx,49,hembra,bisexual,mujer,fisicas,raizales,cristianismo,casado,otroDepartamento,4,0,siempre,0,1,buena,Décimo,AdministracionEmpresas,Administrativx,entre26y40,hembra,lesbiana,hombre,multiples,afrocolombianos,catolicismo,unionLibre,municipioLocal,6
Cundinamarca,Bogotá,Universidad B,Octavo,Derecho,Docente,39,macho,lesbiana,mujer,multiples,raizales,ateismo,viudo,otroDepartamento,4,1,casisiempre,0,1,muyMala,Cuarto,ContaduriaPublica,Administrativx,entre26y40,hembra,gay,otra,fisicas,ninguna,cristianismo,viudo,otroPais,6
Cundinamarca,Tunja,Universidad B,Octavo,Derecho,Estudiante,24,macho,otra,otra,multiples,ninguna,evangelismo,casado,otroPais,2,0,casisiempre,0,1,mala,Décimo,Derecho,Administrativx,menores18,intersexual,bisexual,otra,ninguna,indigena,catolicismo,divorciado,otroMunicipio,3
Valle del Cauca,Bogotá,Universidad C,Quinto,IngenieriaSistemas,Docente,26,intersexual,otra,mujer,ninguna,ninguna,otra,casado,municipioLocal,2,0,casisiempre,1,0,mala,Quinto,ContaduriaPublica,Administrativx,entre18y25,macho,gay,hombre,psicosociales,raizales,evangelismo,casado,municipioLocal,6
Antioquia,Montería,Universidad A,Noveno,IngenieriaSistemas,Docente,18,hembra,gay,mujer,fisicas,afrocolombianos,otra,viudo,municipioLocal,4,0,casinunca,1,0,mala,Tercero,AdministracionEmpresas,Docente,entre18y25,macho,hetero,otra,psicosociales,afrocolombianos,evangelismo,casado,otroDepartamento,4
Cundinamarca,Medellín,Universidad C,Primero,ContaduriaPublica,Externo,46,macho,hetero,mujer,ninguna,gitanos,evangelismo,divorciado,otroMunicipio,2,0,nunca,1,0,muyBuena,Décimo,Psicologia,Estudiante,menores18,hembra,gay,otra,multiples,afrocolombianos,agnosticismo,viudo,otroPais,3
Córdoba,Medellín,Universidad A,Cuarto,AdministracionEmpresas,Estudiante,25,hembra,gay,mujer,fisicas,indigena,otra,casado,otroMunicipio,4,0,siempre,1,0,mala,Segundo,AdministracionEmpresas,Estudiante,entre18y25,hembra,otra,mujer,psicosociales,indigena,cristianismo,soltero,otroDepartamento,3
Cundinamarca,Montería,Universidad A,Tercero,Derecho,Docente,21,hembra,hetero,mujer,multiples,indigena,ateismo,unionLibre,otroMunicipio,6,0,nunca,0,0,muyBuena,Noveno,IngenieriaSistemas,Externo,entre26y40,hembra,gay,hombre,psicosociales,indigena,otra,casado,otroDepartamento,1
Cundinamarca,Medellín,Universidad B,Segundo,IngenieriaSistemas,Docente,52,macho,hetero,mujer,psicosociales,ninguna,cristianismo,casado,municipioLocal,2,0,nunca,1,1,muyMala,Primero,Psicologia,Administrativx,entre18y25,macho,hetero,hombre,sensoriales,gitanos,agnosticismo,unionLibre,otroDepartamento,3
Antioquia,Medellín,Universidad C,Octavo,Derecho,Estudiante,20,intersexual,otra,mujer,sensoriales,ninguna,catolicismo,viudo,otroPais,6,0,casisiempre,0,0,buena,Quinto,AdministracionEmpresas,Docente,entre26y40,hembra,gay,mujer,fisicas,gitanos,otra,divorciado,municipioLocal,3
Boyacá,Medellín,Universidad B,Séptimo,ContaduriaPublica,Externo,57,hembra,hetero,mujer,sensoriales,afrocolombianos,evangelismo,soltero,otroMunicipio,6,0,casisiempre,1,1,buena,Quinto,Derecho,Administrativx,mayores40,hembra,hetero,hombre,ninguna,indigena,agnosticismo,divorciado,otroPais,2
Cundinamarca,Tunja,Universidad C,Noveno,ContaduriaPublica,Docente,24,macho,lesbiana,mujer,fisicas,gitanos,ateismo,casado,otroPais,2,0,nunca,0,1,muyBuena,Octavo,Derecho,Externo,entre26y40,macho,bisexual,mujer,ninguna,indigena,catolicismo,divorciado,municipioLocal,4
Valle del Cauca,Tunja,Universidad A,Segundo,AdministracionEmpresas,Administrativx,44,hembra,lesbiana,hombre,multiples,afrocolombianos,ateismo,divorciado,otroMunicipio,4,1,casisiempre,0,0,muyBuena,Sexto,Derecho,Estudiante,mayores40,hembra,gay,otra,sensoriales,raizales,agnosticismo,viudo,otroMunicipio,5
Boyacá,Cali,Universidad B,Cuarto,AdministracionEmpresas,Docente,18,intersexual,lesbiana,hombre,intelectuales,gitanos,ateismo,unionLibre,otroPais,5,0,casinunca,0,0,muyMala,Sexto,IngenieriaSistemas,Externo,entre26y40,hembra,hetero,hombre,ninguna,gitanos,agnosticismo,divorciado,municipioLocal,1
Córdoba,Bogotá,Universidad B,Sexto,ContaduriaPublica,Administrativx,44,intersexual,otra,mujer,intelectuales,indigena,catolicismo,unionLibre,otroPais,4,0,siempre,0,1,mala,Sexto,ContaduriaPublica,Externo,entre26y40,intersexual,bisexual,hombre,sensoriales,afrocolombianos,cristianismo,divorciado,otroMunicipio,3
